CNPJ_FUNDO,DENOM_SOCIAL,VL_PATRIM_LIQ
26.324.274/0001-20,MULTICOOP FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO,2304252394.27
26.324.289/0001-98,KINEA INFRA I - FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA CRÉDITO PRIVADO,2376560318.03
26.324.298/0001-89,KINEA INFRA - FIC DE FUNDOS INCENTIVADOS DE INVESTIMENTO EM INFRAESTRUTURA RF CRÉDITO PRIVADO,2722890118.21
26.324.328/0001-57,MAHALO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,13416000.93
26.324.352/0001-96,CSHG TEVIE FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,117201833.66
26.324.375/0001-09,PRAPATRI FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,43533717.58
26.326.285/0001-49,PREMIUM IMA-B FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA,6870849.31
26.326.293/0001-95,TERRA NOVA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,-1055576.06
26.326.321/0001-74,TERRA NOVA IMA-B FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO - RENDA FIXA II,9445953.21
26.327.862/0001-17,PREMIUM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO,-2067001.85
26.332.052/0001-59,FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO GADOL INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO,46785216.55
26.332.084/0001-54,AZ QUEST MULTI PRV FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR,215888776.17
26.332.402/0001-87,SJT RV FUNDO DE INVESTIMENTO EM AÇÕES,65223145.72
26.333.330/0001-92,LVJ 95 FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,24476203.54
26.342.026/0001-01,MEMORIAS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,32836633.59
26.342.040/0001-05,POLINGO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,11066469.28
26.343.613/0001-15,SILVER LAKE II FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,154388861.27
26.343.627/0001-39,CACHALOTE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,46957673.28
26.343.638/0001-19,FRIGI FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO  INVESTIMENTO NO EXTERIOR,38504560.62
26.343.647/0001-00,VE FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR,59808164.99
26.343.648/0001-54,V2 ALLOCATION FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,8863073.62
26.343.746/0001-91,CSHG ADAM ICATU PREVIDENCIÁRIO II FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO,4286325.53
26.343.755/0001-82,CSHG ALL VERDE AM PREVIDÊNCIA FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO PREVIDENCIÁRIO,30911799.2
26.343.792/0001-90,GAUSS ICATU PREVIDENCIÁRIO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,16596197.84
26.343.799/0001-02,CSHG PREVIDENCIÁRIO MOZART FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO,28377413.53
26.344.125/0001-22,KOKOPELLI FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO,10402583.72
26.344.140/0001-70,HJ FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,11997051.71
26.344.146/0001-48,NESCAU CDI FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO,233059464.39
26.344.155/0001-39,NESFIT CDI FUNDO DE INVESTIMENTO RENDA FIXA,1133200123.42
26.344.434/0001-00,SARASOTA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,20454204.72
26.344.437/0001-36,MONTREAL FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,13872372.28
26.344.488/0001-68,PLATANO FIF CIC MULT CRED PRIV - RESP LIMITADA,0.0
26.344.495/0001-60,ITAÚ PRIVATE RENDA FIXA PRÉ IDKA 3 FICFI,166792326.19
26.344.500/0001-34,ITAÚ FLEXPREV TUXA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉD PRIV - RESP LIMITADA,63309864.13
26.344.503/0001-78,ITAÚ FLEXPREV DUKE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA,40720826.02
26.344.512/0001-69,TIBERIUS MULTIMERCADO CRÉDITO PRIVADO FUNDO DE INVESTIMENTO,226590859.3
26.344.516/0001-47,ITAÚ FLEXPREV ANAB FIF MULT CRED PRIV - RESP LIMITADA,109323535.18
26.344.581/0001-72,ITAÚ FLEXPREV LA QUINTA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRED PRIV - RESP LIMITADA,78010241.84
26.344.596/0001-30,ITAÚ FLEXPREV MCVM FIF CIC MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,209191278.75
26.344.624/0001-10,TRUXT PWM VALOR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,0.0
26.344.626/0001-09,TRIESTE DINÂMICO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,37154784.9
26.344.639/0001-88,PANDHORA FEEDER I FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,10569493.85
26.344.683/0001-98,TRUXT II MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,65891488.94
26.344.729/0001-79,SICREDI SCHRODERS FUNDO DE INVESTIMENTO MULTIMERCADO MULTI CLASSES CRÉDITO PRIVADO LONGO PRAZO,109933338.68
26.355.003/0001-31,EDELWEISS FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,37805802.77
26.355.007/0001-10,T+7NT FUNDO DE INVESTIMENTO EM COTAS DE  FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,16224832.05
26.355.013/0001-77,WRIGHT ALTERNATIVOS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,11273520.06
26.355.036/0001-81,FUNDO DE INVESTIMENTO MULTIMERCADO INVESTPREV,251732888.61
26.355.064/0001-07,MODIGLIANI FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,12204156.01
26.360.048/0001-02,FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO SOURE,101128383.81
26.360.089/0001-90,SRM EXODUS 5 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO,7738423.92
26.360.183/0001-40,CERRADO II FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,980253058.5
26.362.372/0001-51,KOSS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,37103138.91
26.362.380/0001-06,INVISTE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,52311053.5
26.362.394/0001-11,APOLO 8 FI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,27806147.8
26.362.419/0001-87,TFO VERONA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,213558902.99
26.362.460/0001-53,REACH TOTAL RETURN FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES,103542154.25
26.362.478/0001-55,AGROFLORESTA FUNDO DE INVESTIMENTO FINANC DA CLASSE DE INV EM COTAS MULT CRÉD PRIV - RESP LIMITADA,20663661.23
26.362.496/0001-37,SAFRA INFRAESTRUTURA MASTER FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,157232484.24
26.362.544/0001-97,ZAKYNTHOS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRED PRIV IE,1158682.52
26.362.579/0001-26,CSHG DCA&J FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,0.0
26.369.994/0001-01,FRANKLIN MARTIN CURRIE AÇÕES EUROPEIAS  FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR,2192203.83
26.370.126/0001-41,Franklin ClearBridge Infrastructure Value FIA IE,6496844.36
26.370.141/0001-90,Franklin Brandywine Global Income Optimiser FIM IE,0.0
26.370.161/0001-60,ICATU SEG APOSENTADORIA RENDA FIXA FUNDO DE INVESTIMENTO II,25054783.58
26.370.168/0001-82,WESTERN ASSET PREV STRUCTURED CREDIT II FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO,44089443.09
26.374.772/0001-87,SPECIAL SITUATION I FUNDO DE INVESTIMENTO MULTIMERCADO,11377723.98
26.374.791/0001-03,THE STORM FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,10822754.24
26.374.800/0001-66,AJORE - FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,29693272.56
26.374.820/0001-37,CONSENSO A FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,201034265.94
26.374.829/0001-48,M8 LIQUIDEZ FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI,365425125.19
26.374.837/0001-94,S4 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,17666789.86
26.374.841/0001-52,QI SELEÇÃO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTOS MULTIMERCADO,5927284.7
26.374.880/0001-50,SERRA AZUL FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,54435507.99
26.374.896/0001-62,CONSENSO SL FIC FI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,106305911.05
26.380.684/0001-98,CALUMA FIF CIC MULT CRED PRIV - RESP LIMITADA,17244684.8
26.380.695/0001-78,MANAGER NEO ARGO LONG AND SHORT I FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO,4340285.52
26.380.699/0001-56,PAV FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,57586457.09
26.386.619/0001-70,ITAÚ FLEXPREV IDKA 3 FIF RF - RESP LIMITADA,1602664482.97
26.386.628/0001-60,ITAÚ VÉRTICE RENDA FIXA IMA-B 5+ FUNDO DE INVESTIMENTO,1142436481.47
26.386.650/0001-00,KLP INVESTIMENTOS FUNDO DE INVESTIMENTO EM COTAS DE FI MULT CRÉD PRIV INVESTIMENTO NO EXTERIOR,15375037.12
26.386.651/0001-55,SSZ INVESTIMENTOS FIF MULT CRED PRIV - RESP LIMITADA,60739621.17
26.386.653/0001-44,KAPITALO KAPPA PVT FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,102956758.57
26.386.658/0001-77,KAPITALO KAPPA SELEÇÃO FICFI MULT,310521171.74
26.386.662/0001-35,ITAÚ FLEXPREV FX STRATEGY FIF CIC MULT - RESP LIMITADA,51643254.52
26.387.195/0001-68,SHARP TE3 FUNDO DE INVESTIMENTO MULTIMERCADO,181088669.6
26.395.701/0001-60,B&F FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,9019590.46
26.396.708/0001-05,KAPITALO NW3 PLUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES,75289373.75
26.406.328/0001-04,WPA MASTER MULTIMERCADO CRÉDITO PRIVADO FUNDO DE INVESTIMENTO,1951320240.03
26.406.415/0001-53,SPX UNIQUE FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR,210696403.55
26.406.459/0001-83,ITAÚ ALVORADA PLUS VT FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,1040955.89
26.406.465/0001-30,TRUXT RED MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,55528371.46
26.406.468/0001-74,BWGI ALLOCATION FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,38555106953.5
26.406.474/0001-21,CGI N FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,27773461.5
26.406.481/0001-23,RIO DAS VELHAX II FIC FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIV IE,17360183.94
26.406.529/0001-01,KRONOS LONG BIAS IQ FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES,8117090.93
26.406.961/0001-94,WE AVINU INVESTIMENTO NO EXTERIOR FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,65128543.61
26.406.985/0001-43,ITAÚ IMP 3 MASTER II FUNDO DE INVESTIMENTO MULTIMERCADO,4495379566.89
26.407.067/0001-39,ITAÚ FLEXPREV VÉRTICE VISION FIF MULT - RESP LIMITADA,305266683.0
26.407.073/0001-96,ITAÚ FLEXPREV VISION FIF CIC MULT - RESP LIMITADA,305698157.91
26.407.092/0001-12,ITAÚ PRIVATE DURATION PRÉ 3X RENDA FIXA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,695188059.7
26.407.097/0001-45,ITAÚ PRIVATE SHORT IBOVESPA 2X FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,43994898.02
26.407.116/0001-33,POB GROUP LIFE FUND RENDA FIXA FUNDO DE INVESTIMENTO,392236359.37
26.419.944/0001-91,SBPREV II BALANCEADO MULTIMERCADO CRÉDITO PRIVADO FI,24576722.89
26.419.950/0001-49,SBPREV I RENDA FIXA CRÉDITO PRIVADO FI,19576408.52
26.419.969/0001-95,ACESSO JGP STRATEGY MULTIMERCADO FIC FI,95129704.93
26.419.981/0001-08,ITAUNA FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,1301471.03
26.419.991/0001-35,SANTANDER PB LOTUS MULT CRED PRIV FIC FI,13039482.19
26.420.008/0001-09,SANTANDER PB CAVALO MULT CRED PRIV FIC FI,12377166.02
26.420.038/0001-07,SANTANDER PREV PB XM MULT CRED PRIV FIC FI,34332378.76
26.420.061/0001-00,SANTANDER PREV PB SABEAMAR MULT CRED PRIV FIC FI,32253844.81
26.420.071/0001-37,SANTANDER PREV PB ALBATROZ II MULT CRÉD PRIV FI,52518364.53
26.425.770/0001-70,TFO SICILIA MULTIMERCADO CRÉDITO PRIVADO FIC FI INVESTIMENTO NO EXTERIOR,141994703.0
26.425.789/0001-16,V2 FEEDER FUND X FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,80632103.7
26.434.293/0001-09,GAUSS INCOME FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO RENDA FIXA - CRÉDITO PRIVADO,51069708.36
26.450.646/0001-64,GIANT RP MASTER FUNDO DE INVESTIMENTO MULTIMERCADO,161533879.83
26.450.710/0001-07,SQUADRA PRIVATE LONG ONLY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,218123803.72
26.450.839/0001-15,SWEET VIRGINIA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,55736147.18
26.450.914/0001-48,JGP STRATEGY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - FEEDER VIII,123560924.57
26.451.505/0001-66,EISEN IV FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,50351039.67
26.451.537/0001-61,MACAS FUNDO DE INVESTIMENTO EM AÇÕES - INVESTIMENTO NO EXTERIOR BDR NÍVEL I,43202909.72
26.452.164/0001-43,PUNDA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,4838143.9
26.452.273/0001-60,OPTIMUS FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,6333772.81
26.452.304/0001-83,403 VENTURE FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,154711849.29
26.452.314/0001-19,ABC FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,79319788.83
26.452.348/0001-03,G5 VIMAFE FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,46746399.48
26.470.390/0001-57,ITAÚ LAGOA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,123467351.37
26.470.420/0001-25,MBCA FUNDO DE INVESTIMENTO FINANCEIRO DA CIC MULT CRÉD PRIV - RESP LIMITADA,42077465.2
26.470.425/0001-58,LA TACHE FIF CIC MULT CRED PRIV - RESP LIMITADA,85711321.46
26.470.433/0001-02,LAJEADO FICFI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,31321173.25
26.470.447/0001-18,MAR FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,110091066.49
26.470.457/0001-53,ITAÚ VÉRTICE FOF INFLAÇÃO RENDA FIXA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,1171114360.11
26.470.473/0001-46,PIMCO INCOME SELEÇÃO FICFI MULTIMERCADO INVESTIMENTO NO EXTERIOR,129899613.86
26.470.533/0001-20,KRONOS LONG BIAS IQ MASTER FUNDO DE INVESTIMENTO  EM AÇÕES,7922649.33
26.470.571/0001-83,SABESPREV VINCI CREDITO PRIVADO FUNDO DE INVESTIMENTO MULTIMERCADO,38334365.64
26.470.596/0001-87,MANDATTO CONSOLIDADOR FIF - CLASSE DE INVESTIMENTO EM COTAS MULT CRÉD PRIV - RESP LIMITADA,138901727.89
26.470.606/0001-84,PORTO SEGURO SELECTA MASTER FUNDO DE INVESTIMENTO EM AÇÕES,0.0
26.470.647/0001-70,MANDATTO CONSOLIDADOR RENDA VARIÁVEL FIF CLASSE DE INVESTIMENTO EM AÇÕES - RESP  LIMITADA,72152832.3
26.470.660/0001-20,GRDS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,0.0
26.488.748/0001-79,BRASILPREV RT SANTA EDWIGES FIC FI MULTIMERCADO CRÉDITO PRIVADO,11604711.9
26.488.875/0001-78,VERITAS FORSETI FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,8512147.17
26.491.309/0001-15,ITAÚ ALVORADA BB FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,41868383.96
26.491.317/0001-61,FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO PWM SPIDER II,21978120.32
26.491.329/0001-96,ADAM MACRO STRATEGY 1 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,16540518.96
26.491.334/0001-07,TRUXT S LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,46706867.15
26.491.342/0001-45,ALOCAÇÃO RENDA VARIÁVEL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,1093467.24
26.491.347/0001-78,FUNDO DE INVESTIMENTO EM AÇÕES HILLES MASTER,20137626.56
26.491.362/0001-16,ITAÚ PREV SPX LANCER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,372062637.93
26.491.368/0001-93,SPX LANCER PREVIDENCIÁRIO FUNDO DE INVESTIMENTO MULTIMERCADO,2425989424.93
26.491.375/0001-95,SPX NIMITZ DRAKEN FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,72641373.01
26.491.382/0001-97,HAWKER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,65646657.98
26.491.395/0001-66,MOAT CAPITAL FUNDO DE INVESTIMENTO EM AÇÕES MASTER,812096613.07
26.491.419/0001-87,KINEA CRÉDITO PRIVADO PREV RENDA FIXA FUNDO DE INVESTIMENTO,2972262219.25
26.498.249/0001-62,CAPITÂNIA PREVIDENCE ADVISORY ICATU FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO,1624940490.45
26.507.065/0001-11,SANTANDER PB MOGADOURO MULTIMERCADO CRÉDITO PRIVADO FUNDO DE INVESTIMENTO,45033078.99
26.507.072/0001-13,SANTANDER PB BELECE MULTIMERCADO CRÉDITO PRIVADO FC FI,38700216.22
26.507.078/0001-90,RISERVA UNO FIF CIC MULT CRED PRIV - RESP LIMITADA,0.0
26.507.092/0001-94,PB TRIZUL FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,190971681.62
26.507.096/0001-72,SANTANDER PB MILANO MULTIMERCADO CRÉDITO PRIVADO FIC FI,15676685.03
26.507.104/0001-80,SANTANDER PB MTR 03 MULTIMERCADO CRED PRIV FC FI,0.0
26.507.108/0001-69,CG RENDA FIXA CRÉDITO PRIVADO FUNDO DE INVESTIMENTO,1915867091.95
26.507.114/0001-16,SANTANDER PB JLT INFINITY MULTIMERCADO CRÉDITO PRIVADO FIC FI,15827652.62
26.507.121/0001-18,SANTANDER PB MJ MULTIMERCADO CRÉDITO PRIVADO FIC FI,0.0
26.507.128/0001-30,SANTANDER RENDA FIXA REFERENCIADO DI ADVANCED FIC FI,14542769276.73
26.507.132/0001-06,SANTANDER RENDA FIXA ATIVO FIC FI,289475723.08
26.507.133/0001-42,SANTANDER PB ULISSES MULTIMERCADO CREDITO PRIVADO FIC FI,10068467.54
26.507.149/0001-55,SANTANDER PREV NTN-B 2035 RENDA FIXA FC FI,78554050.04
26.516.218/0001-97,NOVA JAVA II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,12257300.1
26.516.247/0001-59,XPA HARPIA FI EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,301224634.49
26.525.417/0001-61,QUIVER FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,11107636.38
26.525.450/0001-91,JGP SELECT PREMIUM FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,70353074.11
26.525.468/0001-93,GIANT FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA REFERENCIADO DI,2671305.03
26.525.517/0001-98,VILLAGE FI EM COTAS DE FUNDOS DE INVESTIMENTO MULT CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,0.0
26.525.548/0001-49,GIANT ZARATHUSTRA II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,826133925.12
26.525.603/0001-09,FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO BITARRON INVESTIMENTO NO EXTERIOR,46785213.77
26.541.175/0001-08,XP MACRO INSTITUCIONAL MASTER FUNDO DE INVESTIMENTO MULTIMERCADO,107685972.77
26.549.933/0001-26,XP MACRO INSTITUCIONAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,110163542.0
26.550.135/0001-14,BB JOTA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO,721098088.15
26.550.163/0001-31,BB LABORE ET JUSTITIA MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FI CRÉDITO PRIVADO,0.0
26.558.879/0001-85,CSHG HS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRED PRIV IE,68525797.18
26.558.887/0001-21,CSHG CF FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRED PRIV IE,52234766.26
26.559.191/0001-10,NÚCLEO CAPITAL NCI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES,410393462.94
26.559.226/0001-10,FCL FI EM COTAS DE FUNDOS DE INVESTIMENTO DE MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,11372520.73
26.559.243/0001-58,GIFT FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,10211913.72
26.559.284/0001-44,TREND PÓS-FIXADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA SIMPLES,10000092799.67
26.559.309/0001-00,ENZO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,54254055.7
26.569.320/0001-50,MAG PREVIDÊNCIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,7084140.63
26.570.530/0001-69,CSHG TIBAGI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRÉD PRIV IE,34360418.27
26.570.551/0001-84,VERDE AM A60 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,1127506595.76
26.570.557/0001-51,PROFITTO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,27880943.1
26.570.578/0001-77,ANGRA FIF MULT CRED PRIV - RESP LIMITADA,43512496.03
